"","x"
"163"," education "
"164"," education "
"165"," effective "
"166"," effect "
"167"," effort "
"168"," emphasise "
"169"," emphasise "
"170"," emphasise "
"171"," emphasise "
"172"," emphasise "
"173"," emphasise "
"174"," empower "
"175"," encourage "
"176"," encourage "
"177"," engagement "
"178"," inquiry "
"179"," ensure "
"180"," equal "
"181"," establish "
"182"," establish "
"183"," establish "
"184"," eu "
"185"," evaluate "
"186"," evaluate "
"187"," event "
"188"," exam "
"189"," examine "
"190"," examine "
"191"," example "
"192"," exist "
"193"," exist "
"194"," exist "
"195"," experience "
"196"," explain "
"197"," explicit "
"198"," face "
"199"," face "
"200"," fact "
"201"," find "
"202"," first "
"203"," focus "
"204"," focus "
"205"," formed-forming "
"206"," formed-forming "
"207"," form "
"208"," formulate "
"209"," formulate "
"210"," formulate "
"211"," formulate "
"212"," foundation "
"213"," framework "
"214"," framework "
"215"," free "
"216"," free "
"217"," function "
"218"," gain "
"219"," general "
"220"," give "
"221"," goal "
"222"," greater "
"223"," group "
"224"," high "
"225"," high "
"226"," history "
"227"," humanity "
"228"," humanity "
"229"," humanity "
"230"," humboldt "
"231"," ideal "
"232"," ideal "
"233"," idea "
"234"," identify "
"235"," identify "
"236"," identify "
"237"," include "
"238"," include "
"239"," include "
"240"," include "
"241"," include "
"242"," increase "
"243"," increase "
"244"," individual "
"245"," individual "
"246"," individual "
"247"," individual "
"248"," influence "
"249"," influence "
"250"," insight "
"251"," socialization "
"252"," instrumental "
"253"," instrument "
"254"," integrate "
"255"," integrate "
"256"," internal "
"257"," interpretation "
"258"," interpret "
"259"," introduce "
"260"," investigation "
"261"," investigation "
"262"," issue "
"263"," item "
"264"," justification "
"265"," klafki "
"266"," know "
"267"," knowledge "
"268"," know "
"269"," lack "
"270"," learn "
"271"," learner "
"272"," learn "
"273"," learn "
"274"," less "
"275"," level "
"276"," line "
"277"," literacy "
"278"," live "
"279"," live "
"280"," look "
"281"," low "
"282"," low "
"283"," main "
"284"," make "
"285"," master "
"286"," master "
"287"," mathematics "
"288"," measure "
"289"," measure "
"290"," measure "
"291"," meet "
"292"," minds "
"293"," ministry "
"294"," modeling "
"295"," model "
"296"," modern "
"297"," modern "
"298"," moral "
"299"," moral "
"300"," motivation "
"301"," motivation "
"302"," motivation "
"303"," name "
"304"," necessary "
"305"," need "
"306"," notion "
"307"," objective "
"308"," oecd "
"309"," one "
"310"," self "
"311"," open "
"312"," operationalization "
"313"," opportunity "
"314"," outcome "
"315"," overarching "
"316"," overcome "
"317"," overlap "
"318"," participation "
"319"," participation "
"320"," part "
"321"," part "
"322"," pedagogical "
"323"," human "
"324"," view "
"325"," view "
"326"," performance "
"327"," period "
"328"," personal "
"329"," personal "
"330"," person "
"331"," perspective "
"332"," perspective "
"333"," phenomenon "
"334"," philosophical "
"335"," philosophical "
"336"," place "
"337"," plan "
"338"," points "
"339"," policy "
"340"," politics "
"341"," possess "
"342"," possess "
"343"," possible "
"344"," postmodern "
"345"," practice "
"346"," pragmatism "
"347"," pragmatism "
"348"," prerequisite "
"349"," problematization "
"350"," problem "
"351"," process "
"352"," process "
"353"," professional "
"354"," project "
"355"," prominence "
"356"," provide "
"357"," provide "
"358"," purpose "
"359"," put "
"360"," qualification "
"361"," question "
"362"," question "
"363"," quote "
"364"," quote "
"365"," rapid "
"366"," reality "
"367"," reality "
"368"," recent "
"369"," recognize "
"370"," reduce "
"371"," reduce "
"372"," refer "
"373"," refer "
"374"," reflect "
"375"," reflect "
"376"," reflection "
"377"," reflect "
"378"," reflect "
"379"," reformulation "
"380"," regard "
"381"," regard "
"382"," relate "
"383"," relate "
"384"," relate "
"385"," relation "
"386"," relation "
"387"," relevance "
"388"," renounce "
"389"," representation "
"390"," represent "
"391"," represent "
"392"," require "
"393"," result "
"394"," role "
"395"," scandinavia "
"396"," scholar "
"397"," school "
"398"," science "
"399"," scientific "
"400"," section "
"401"," seek "
"402"," see "
"403"," see "
"404"," shape "
"405"," shift "
"406"," show "
"407"," side "
"408"," similar "
"409"," simultaneous "
"410"," context specific "
"411"," situation "
"412"," skill "
"413"," socialisation "
"414"," social "
"415"," socialisation "
"416"," society "
"417"," society "
"418"," solve "
"419"," speak "
"420"," specific "
"421"," state "
"422"," stop "
"423"," strong "
"424"," strong "
"425"," structure "
"426"," learner "
"427"," learner "
"428"," study "
"429"," study "
"430"," subjective "
"431"," subject "
"432"," success "
"433"," suggest "
"434"," suggest "
"435"," surrounding "
"436"," survey "
"437"," systematic "
"438"," system "
"439"," take "
"440"," take "
"441"," target "
"442"," task "
"443"," teacher "
"444"," technology "
"445"," tendency "
"446"," term "
"447"," test "
"448"," theory "
"449"," theorist "
"450"," thinking "
"451"," thinking "
"452"," today "
"453"," traditional "
"454"," tradition "
"455"," trained "
"456"," translate "
"457"," translate "
"458"," type "
"459"," underlie "
"460"," underlie "
"461"," understanding "
"462"," understand "
"463"," understand "
"464"," use "
"465"," use "
"466"," teacher "
"467"," use "
"468"," use "
"469"," valid "
"470"," valid "
"471"," valid "
"472"," value "
"473"," value "
"474"," version "
"475"," view "
"476"," vision "
"477"," way "
"478"," wellaccepted "
"479"," go "
"480"," willingness "
"481"," work "
"482"," worth "
"483"," worth "
"484"," write "
"485"," write "
"486"," write "
"487"," young people "
"488"," culture "
"489"," citizen "
"490"," career "
"491"," citizen "
"492"," citizen "
"493"," part "
"494"," continuous "
"495"," contribute "
"496"," deal "
"497"," different "
"498"," different "
"499"," difficult "
"500"," distinction "
"501"," division "
"502"," go "
"503"," human "
"504"," implementation "
"505"," meaning "
"506"," contemporary mean "
"507"," mean reflective "
"508"," mean agency "
"509"," education mean "
"510"," mean emancipation "
"511"," measure "
"512"," overarching "
"513"," human "
"514"," use "
